Date,Province,Total_Cases,Total_Deaths,Total_Recovered,Total_Active_Cases,Location Level,Population,Population Density,Longitude,Latitude,Total Deaths per 100rb,Month,Year
6/8/2020,Jawa Timur,6228,724,3554,1950,Province,40479023,846.78,112.7329414,-7.723345579,1.79,6,2020
6/9/2020,Banten,1018,79,737,202,Province,10722374,1109.64,106.1090043,-6.456736388,0.74,6,2020
6/9/2020,DKI Jakarta,8153,511,3270,4372,Province,10846145,16334.31,106.8361183,-6.204698991,4.71,6,2020
6/9/2020,Daerah Istimewa Yogyakarta,248,8,195,45,Province,3631015,1158.9,110.4448783,-7.89450185,0.22,6,2020
6/9/2020,Jawa Barat,2762,166,1074,1522,Province,45161325,1276.55,107.6037083,-6.920432083,0.37,6,2020
6/9/2020,Jawa Tengah,2404,153,906,1345,Province,36364072,1108.64,110.2011149,-7.259097177,0.42,6,2020
6/9/2020,Jawa Timur,6417,748,3681,1988,Province,40479023,846.78,112.7329414,-7.723345579,1.85,6,2020
6/10/2020,Banten,1051,79,783,189,Province,10722374,1109.64,106.1090043,-6.456736388,0.74,6,2020
6/10/2020,Daerah Istimewa Yogyakarta,249,8,196,45,Province,3631015,1158.9,110.4448783,-7.89450185,0.22,6,2020
6/10/2020,DKI Jakarta,8319,513,3411,4395,Province,10846145,16334.31,106.8361183,-6.204698991,4.73,6,2020
6/10/2020,Jawa Barat,2811,166,1118,1527,Province,45161325,1276.55,107.6037083,-6.920432083,0.37,6,2020
6/10/2020,Jawa Tengah,2579,157,1034,1388,Province,36364072,1108.64,110.2011149,-7.259097177,0.43,6,2020
6/10/2020,Jawa Timur,6692,777,3884,2031,Province,40479023,846.78,112.7329414,-7.723345579,1.92,6,2020
6/11/2020,Banten,1076,79,808,189,Province,10722374,1109.64,106.1090043,-6.456736388,0.74,6,2020
6/11/2020,Daerah Istimewa Yogyakarta,251,8,201,42,Province,3631015,1158.9,110.4448783,-7.89450185,0.22,6,2020
6/11/2020,Jawa Tengah,2642,161,1051,1430,Province,36364072,1108.64,110.2011149,-7.259097177,0.44,6,2020
6/11/2020,DKI Jakarta,8450,514,3558,4378,Province,10846145,16334.31,106.8361183,-6.204698991,4.74,6,2020
6/11/2020,Jawa Barat,2847,166,1146,1535,Province,45161325,1276.55,107.6037083,-6.920432083,0.37,6,2020
6/11/2020,Jawa Timur,6943,809,3972,2162,Province,40479023,846.78,112.7329414,-7.723345579,2,6,2020
6/12/2020,DKI Jakarta,8542,518,3676,4348,Province,10846145,16334.31,106.8361183,-6.204698991,4.78,6,2020
6/12/2020,Daerah Istimewa Yogyakarta,261,8,206,47,Province,3631015,1158.9,110.4448783,-7.89450185,0.22,6,2020
6/12/2020,Banten,1111,79,820,212,Province,10722374,1109.64,106.1090043,-6.456736388,0.74,6,2020
6/12/2020,Jawa Barat,2867,166,1199,1502,Province,45161325,1276.55,107.6037083,-6.920432083,0.37,6,2020
6/12/2020,Jawa Tengah,2701,162,1101,1438,Province,36364072,1108.64,110.2011149,-7.259097177,0.45,6,2020
6/12/2020,Jawa Timur,7188,838,4157,2193,Province,40479023,846.78,112.7329414,-7.723345579,2.07,6,2020
6/13/2020,Banten,1185,80,822,283,Province,10722374,1109.64,106.1090043,-6.456736388,0.75,6,2020
6/13/2020,DKI Jakarta,8663,526,3734,4403,Province,10846145,16334.31,106.8361183,-6.204698991,4.85,6,2020
6/13/2020,Daerah Istimewa Yogyakarta,263,8,212,43,Province,3631015,1158.9,110.4448783,-7.89450185,0.22,6,2020
6/13/2020,Jawa Barat,2890,167,1246,1477,Province,45161325,1276.55,107.6037083,-6.920432083,0.37,6,2020
6/13/2020,Jawa Tengah,2802,165,1138,1499,Province,36364072,1108.64,110.2011149,-7.259097177,0.45,6,2020
6/13/2020,Jawa Timur,7406,861,4250,2295,Province,40479023,846.78,112.7329414,-7.723345579,2.13,6,2020
6/14/2020,Banten,1194,80,830,284,Province,10722374,1109.64,106.1090043,-6.456736388,0.75,6,2020
6/14/2020,DKI Jakarta,8781,535,3980,4266,Province,10846145,16334.31,106.8361183,-6.204698991,4.93,6,2020
6/14/2020,Daerah Istimewa Yogyakarta,268,8,213,47,Province,3631015,1158.9,110.4448783,-7.89450185,0.22,6,2020
6/14/2020,Jawa Barat,2912,167,1256,1489,Province,45161325,1276.55,107.6037083,-6.920432083,0.37,6,2020
6/14/2020,Jawa Tengah,2930,172,1165,1593,Province,36364072,1108.64,110.2011149,-7.259097177,0.47,6,2020
6/14/2020,Jawa Timur,7600,883,4313,2404,Province,40479023,846.78,112.7329414,-7.723345579,2.18,6,2020
6/15/2020,Banten,1198,80,855,263,Province,10722374,1109.64,106.1090043,-6.456736388,0.75,6,2020
6/15/2020,Daerah Istimewa Yogyakarta,271,8,215,48,Province,3631015,1158.9,110.4448783,-7.89450185,0.22,6,2020
6/15/2020,DKI Jakarta,8922,537,4091,4294,Province,10846145,16334.31,106.8361183,-6.204698991,4.95,6,2020
6/15/2020,Jawa Barat,2953,168,1269,1516,Province,45161325,1276.55,107.6037083,-6.920432083,0.37,6,2020
6/15/2020,Jawa Tengah,3079,193,1214,1672,Province,36364072,1108.64,110.2011149,-7.259097177,0.53,6,2020
6/15/2020,Jawa Timur,7912,913,4408,2591,Province,40479023,846.78,112.7329414,-7.723345579,2.26,6,2020
6/16/2020,Banten,1235,80,864,291,Province,10722374,1109.64,106.1090043,-6.456736388,0.75,6,2020
6/16/2020,DKI Jakarta,9019,537,4223,4259,Province,10846145,16334.31,106.8361183,-6.204698991,4.95,6,2020
6/16/2020,Daerah Istimewa Yogyakarta,272,8,219,45,Province,3631015,1158.9,110.4448783,-7.89450185,0.22,6,2020
6/16/2020,Jawa Barat,2978,168,1299,1511,Province,45161325,1276.55,107.6037083,-6.920432083,0.37,6,2020
6/16/2020,Jawa Tengah,3162,199,1237,1726,Province,36364072,1108.64,110.2011149,-7.259097177,0.55,6,2020
